SampleID,Animal,Fossil,Common_name,Order,Family,Species,Location,PopID,Date,Year,Data_set,Mass,Length,Sex,Age,Maturity,d13Coto,d18Ooto,d18Ow,d13CDIC,d13Cdiet
RIBA_026,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Dorset,LB_Dorset,NA,2021,Lauren_Henley,135.22,21,NA,NA,NA,-5.46,0.97,0,-1,-20.43
RIBA_021,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Dorset,LB_Dorset,NA,2021,Lauren_Henley,157.01,22,NA,NA,NA,-5.17,1.39,0,-1,-19.68
RIBA_028,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Dorset,LB_Dorset,NA,2021,Lauren_Henley,157.01,22,NA,NA,NA,-5.08,1.36,0,-1,-20.05
RIBA_034,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Dorset,LB_Dorset,NA,2021,Lauren_Henley,168.75,22.5,NA,NA,NA,-4.82878914,1.418169934,0,-1,-19.28
RIBA_020,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Dorset,LB_Dorset,NA,2021,Lauren_Henley,340.56,28,NA,NA,NA,-4.08,1.54,0,-1,-19.2
RIBA_023,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Dorset,LB_Dorset,NA,2021,Lauren_Henley,381.17,29,NA,NA,NA,-4.69,1.32,0,-1,-19.57
RIBA_027,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Dorset,LB_Dorset,NA,2021,Lauren_Henley,425,30,NA,NA,NA,-4.07,1.46,0,-1,-19.22
RIBA_019,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Dorset,LB_Dorset,NA,2021,Lauren_Henley,472.19,31,NA,NA,NA,-3.89,1.67,0,-1,-19.34
SWBA_017,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Dorset,LB_Dorset,NA,2021,Lauren_Henley,62.34,16.5,NA,NA,NA,-5.2,1.1,0,-1,-19.25
SWBA_001,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Dorset,LB_Dorset,NA,2021,Lauren_Henley,285.37,26.5,NA,NA,NA,-3.838995998,1.484077723,0,-1,-18.34
SWBA_019,Fish,N,Ballan,Labriformes,Labridae,Labrus_bergylta,Dorset,LB_Dorset,NA,2021,Lauren_Henley,665.7,34.5,NA,NA,NA,-2.499509442,1.760690714,0,-1,-18.78
RICK_011,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Dorset,LM_Dorset,NA,2021,Lauren_Henley,16.24148663,12,NA,NA,NA,-5.47,0.63,0,-1,-18.41
RICK_012,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Dorset,LM_Dorset,NA,2021,Lauren_Henley,16.24148663,12,NA,NA,NA,-5.45,0.92,0,-1,-18.55
RICK_013,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Dorset,LM_Dorset,NA,2021,Lauren_Henley,16.24148663,12,NA,NA,NA,-5.30208109,0.843973291,0,-1,-18.98
RICK_014,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Dorset,LM_Dorset,NA,2021,Lauren_Henley,16.24148663,12,NA,NA,NA,-5.71,0.94,0,-1,-18.78
RICK_002,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Dorset,LM_Dorset,NA,2021,Lauren_Henley,21.07374268,13,NA,NA,NA,-5.07,0.79,0,-1,-18.78
RICK_010,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Dorset,LM_Dorset,NA,2021,Lauren_Henley,21.07374268,13,NA,NA,NA,-4.78,1.07,0,-1,-18.34
RICK_007,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Dorset,LM_Dorset,NA,2021,Lauren_Henley,41.41678923,16,NA,NA,NA,-4.43,1.36,0,-1,-18.5
RICK_009,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Dorset,LM_Dorset,NA,2021,Lauren_Henley,60.76125507,18,NA,NA,NA,-4,1.38,0,-1,-18.05
RICK_006,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Dorset,LM_Dorset,NA,2021,Lauren_Henley,72.44930469,19,NA,NA,NA,-3.09,1.59,0,-1,-18.21
RICK_005,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Dorset,LM_Dorset,NA,2021,Lauren_Henley,85.60943094,20,NA,NA,NA,-3.3,1.65,0,-1,-18.77
RICK_008,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Dorset,LM_Dorset,NA,2021,Lauren_Henley,85.60943094,20,NA,NA,NA,-3.38,1.64,0,-1,-18.5
RICK_001,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Dorset,LM_Dorset,NA,2021,Lauren_Henley,100.3394207,21,NA,NA,NA,-4.3,1.6,0,-1,-18.65
RICK_004,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Dorset,LM_Dorset,NA,2021,Lauren_Henley,154.9449353,24,NA,NA,NA,-3.07,1.61,0,-1,-18.21
RICK_003,Fish,N,Cuckoo,Labriformes,Labridae,Labrus_mixtus,Dorset,LM_Dorset,NA,2021,Lauren_Henley,176.9566111,25,NA,NA,NA,-2.83,1.68,0,-1,-18.46
SCCW_001,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,89.07,17,NA,NA,NA,-5.31,0.73,0,-1,-18.06
SECW_001,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,73.5,16,NA,NA,NA,-5.4,1,0,-1,-18.42
SPCW_001,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,126.73,19,NA,NA,NA,-4.82,1.09,0,-1,-19.19
SPCW_004,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,126.73,19,NA,NA,NA,-5.344290515,0.956536426,0,-1,-19.3
SPCW_002,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,201.7,22,NA,NA,NA,-4.58,0.97,0,-1,-19.32
RICW_021,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,11.86,9,NA,NA,NA,-7.69,0.3,0,-1,-19.78
RICW_041,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,11.86,9,NA,NA,NA,-7.78,0.38,0,-1,-19.77
RICW_002,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,16.57,10,NA,NA,NA,-7.35,0.28,0,-1,-18.92
RICW_007,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,16.57,10,NA,NA,NA,-7.952259226,-0.232862568,0,-1,-19.17
RICW_009,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,16.57,10,NA,NA,NA,-8.01,0.22,0,-1,-20.28
RICW_017,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,16.57,10,NA,NA,NA,-6.339831439,0.884651421,0,-1,-20.5
RICW_001,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,19.34,10.5,NA,NA,NA,-7.16,0.38,0,-1,-19.34
RICW_004,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,19.34,10.5,NA,NA,NA,-7.07,0.54,0,-1,-19.48
RICW_006,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,19.34,10.5,NA,NA,NA,-7.388853826,0.349255748,0,-1,-19.37
RICW_008,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,22.41,11,NA,NA,NA,-6.53,0.68,0,-1,-19.11
RICW_023,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,22.41,11,NA,NA,NA,-7.81,0.18,0,-1,-19.22
RICW_026,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,22.41,11,NA,NA,NA,-5.450268478,1.029758659,0,-1,-19.96
RICW_010,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,29.53,12,NA,NA,NA,-7.75,0.37,0,-1,-19.81
RICW_013,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,29.53,12,NA,NA,NA,-6.404971699,0.952535084,0,-1,-20.08
RICW_020,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,29.53,12,NA,NA,NA,-6.4,0.97,0,-1,-19.59
RICW_027,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,29.53,12,NA,NA,NA,-7.161197916,0.846623317,0,-1,-21.21
RICW_028,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,33.61,12.5,NA,NA,NA,-7.17,0.76,0,-1,-20.02
RICW_022,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,38.06,13,NA,NA,NA,-5.1,1.35,0,-1,-19.6
RICW_029,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,38.06,13,NA,NA,NA,-5.75,1.29,0,-1,-20.42
RICW_005,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,42.89,13.5,NA,NA,NA,-6.9,0.43,0,-1,-20.72
RICW_011,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,42.89,13.5,NA,NA,NA,-5.28,1.03,0,-1,-20.14
RICW_019,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,42.89,13.5,NA,NA,NA,-7.85272611,0.57840958,0,-1,-20.09
RICW_003,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,48.13,14,NA,NA,NA,-5.75,0.94,0,-1,-20.75
RICW_014,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,48.13,14,NA,NA,NA,-5.47,1.11,0,-1,-19.8
RICW_012,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,59.9,15,NA,NA,NA,-5.41,1.13,0,-1,-20.33
RICW_016,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,59.9,15,NA,NA,NA,-6.79,0.81,0,-1,-20.93
RICW_018,Fish,N,Corkwing,Labriformes,Labridae,Symphodus_melops,Dorset,SM_Dorset,NA,2021,Lauren_Henley,59.9,15,NA,NA,NA,-5.98,1.32,0,-1,-20.34
RIBS_001,,,Baillon's,Labriformes,Labridae,Symphodus_bailloni,Dorset,S_ba_Dorset,Ringstead,2021,Lauren_Henley,39.86104479,13.5,NA,NA,NA,-7.59,0.01,0,-1,-19.1
RIBS_002,,,Baillon's,Labriformes,Labridae,Symphodus_bailloni,Dorset,S_ba_Dorset,Ringstead,2021,Lauren_Henley,24.57293787,11.5,NA,NA,NA,-8.08,0.08,0,-1,-19.1
RIBS_003,,,Baillon's,Labriformes,Labridae,Symphodus_bailloni,Dorset,S_ba_Dorset,Ringstead,2021,Lauren_Henley,35.57122258,13,NA,NA,NA,-7.89,0.06,0,-1,-19.4
RIBS_004,,,Baillon's,Labriformes,Labridae,Symphodus_bailloni,Dorset,S_ba_Dorset,Ringstead,2021,Lauren_Henley,44.48360563,14,NA,NA,NA,-7.37,0.27,0,-1,-19.8
RIBS_005,,,Baillon's,Labriformes,Labridae,Symphodus_bailloni,Dorset,S_ba_Dorset,Ringstead,2021,Lauren_Henley,44.48360563,14,NA,NA,NA,-7.57,-0.23,0,-1,-17.4
RIBS_006,,,Baillon's,Labriformes,Labridae,Symphodus_bailloni,Dorset,S_ba_Dorset,Ringstead,2021,Lauren_Henley,44.48360563,14,NA,NA,NA,-7.2,0.36,0,-1,-19.8
RIBS_007,,,Baillon's,Labriformes,Labridae,Symphodus_bailloni,Dorset,S_ba_Dorset,Ringstead,2021,Lauren_Henley,35.57122258,13,NA,NA,NA,-8.34,-0.05,0,-1,-19.5
RIBS_008,,,Baillon's,Labriformes,Labridae,Symphodus_bailloni,Dorset,S_ba_Dorset,Ringstead,2021,Lauren_Henley,27.93968578,12,NA,NA,NA,-7.22,-0.3,0,-1,-18.4
RIBS_009,,,Baillon's,Labriformes,Labridae,Symphodus_bailloni,Dorset,S_ba_Dorset,Ringstead,2021,Lauren_Henley,35.57122258,13,NA,NA,NA,-7.37,0.11,0,-1,-18.2
RIBS_010,,,Baillon's,Labriformes,Labridae,Symphodus_bailloni,Dorset,S_ba_Dorset,Ringstead,2021,Lauren_Henley,111.77156,19,NA,NA,NA,-5.41,0.82,0,-1,-19.7
RIBS_011,,,Baillon's,Labriformes,Labridae,Symphodus_bailloni,Dorset,S_ba_Dorset,Ringstead,2021,Lauren_Henley,35.57122258,13,NA,NA,NA,-8.480472672,-0.141647729,0,-1,-18.8
RIBS_012,,,Baillon's,Labriformes,Labridae,Symphodus_bailloni,Dorset,S_ba_Dorset,Ringstead,2021,Lauren_Henley,73.02654565,16.5,NA,NA,NA,-6.41,0.49,0,-1,-19.9
RIBS_013,,,Baillon's,Labriformes,Labridae,Symphodus_bailloni,Dorset,S_ba_Dorset,Ringstead,2021,Lauren_Henley,35.57122258,13,NA,NA,NA,-7.23,0.4,0,-1,-19.6
